,Transect_Name,BarCount,SLType,WaveIndx,AveWavelength,BarDistance,BarDepth,NearshoreSlope,BW,CurveRatio,RecRate,RecRate_1,RecRate_2,RecRate_3,Class
925,MI_10_176,0,41,1.1222284358373245,nan,1.379,3.187,-0.02,0.001,-0.0,0.4,0.13043478260869565,0.17391304347826086,0.6956521739130435,2
926,MI_10_1760,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,0.14,0.5416666666666666,0.25,0.20833333333333334,0
927,MI_10_1761,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,0.14,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
928,MI_10_1762,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,0.14,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
929,MI_10_1763,,44,0.624119004860321,nan,nan,nan,-0.009,34.688,0.0,0.14,0.125,0.75,0.125,1
930,MI_10_1764,,51,0.624119004860321,nan,nan,nan,-0.009,10.927,0.0,0.14,0.25,0.5,0.25,1
931,MI_10_1765,,51,0.624119004860321,nan,nan,nan,-0.01,10.927,0.0,0.14,0.3,0.6,0.1,1
932,MI_10_1766,,51,0.624119004860321,nan,nan,nan,-0.01,34.688,0.001,0.14,0.3,0.6,0.1,1
933,MI_10_1767,,51,0.624119004860321,nan,nan,nan,-0.01,91.558,0.001,0.14,0.3,0.6,0.1,1
934,MI_10_1768,,51,0.624119004860321,nan,nan,nan,-0.01,91.558,0.001,0.14,0.3,0.6,0.1,1
935,MI_10_1769,,51,0.624119004860321,nan,nan,nan,-0.01,91.558,0.001,0.14,0.3,0.6,0.1,1
936,MI_10_177,,41,1.1222284358373245,nan,nan,nan,-0.02,0.001,-0.029,0.4,0.4444444444444444,0.3333333333333333,0.2222222222222222,0
937,MI_10_1770,,44,0.624119004860321,nan,nan,nan,-0.01,91.558,0.001,0.14,0.25,0.5,0.25,1
938,MI_10_1773,,44,0.624119004860321,nan,nan,nan,-0.013,91.558,-0.029,0.14,0.25,0.5,0.25,1
939,MI_10_1774,,44,0.624119004860321,nan,nan,nan,-0.009,91.558,-0.0,0.14,0.125,0.75,0.125,1
940,MI_10_1775,,44,0.624119004860321,nan,nan,nan,-0.007,91.558,-0.029,0.14,0.08333333333333333,0.6666666666666666,0.25,1
941,MI_10_1779,,44,0.624119004860321,nan,nan,nan,-0.009,34.688,-0.029,0.14,0.125,0.75,0.125,1
942,MI_10_178,,41,1.1222284358373245,nan,nan,nan,-0.02,0.001,-0.029,0.4,0.4444444444444444,0.3333333333333333,0.2222222222222222,0
943,MI_10_1780,,44,0.624119004860321,nan,nan,nan,-0.009,10.927,-0.0,0.14,0.125,0.75,0.125,1
944,MI_10_1781,,44,0.624119004860321,nan,nan,nan,-0.009,91.558,-0.0,0.14,0.125,0.75,0.125,1
945,MI_10_1782,,44,0.624119004860321,nan,nan,nan,-0.007,91.558,-0.0,0.14,0.08333333333333333,0.6666666666666666,0.25,1
946,MI_10_1783,,44,0.624119004860321,nan,nan,nan,-0.007,91.558,-0.0,0.14,0.08333333333333333,0.6666666666666666,0.25,1
947,MI_10_1784,,44,0.624119004860321,nan,nan,nan,-0.007,91.558,-0.0,0.14,0.08333333333333333,0.6666666666666666,0.25,1
948,MI_10_1785,,44,0.624119004860321,nan,nan,nan,-0.007,91.558,-0.0,0.14,0.08333333333333333,0.6666666666666666,0.25,1
949,MI_10_1786,,44,0.624119004860321,nan,nan,nan,-0.007,34.688,-0.0,0.14,0.08333333333333333,0.6666666666666666,0.25,1
950,MI_10_1787,,44,0.624119004860321,nan,nan,nan,-0.007,10.927,-0.0,0.14,0.08333333333333333,0.6666666666666666,0.25,1
951,MI_10_1788,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,-0.0,0.14,0.5416666666666666,0.25,0.20833333333333334,0
952,MI_10_1789,,44,0.5466374814459495,nan,nan,nan,-0.007,34.688,-0.0,0.14,0.5416666666666666,0.25,0.20833333333333334,0
953,MI_10_179,,41,1.1222284358373245,nan,nan,nan,-0.257,0.001,-0.029,0.4,0.14285714285714285,0.2857142857142857,0.5714285714285714,2
954,MI_10_1790,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.001,0.14,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
955,MI_10_1791,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,0.14,0.5416666666666666,0.25,0.20833333333333334,0
956,MI_10_1792,,44,0.5466374814459495,nan,nan,nan,-0.007,0.001,0.0,0.14,0.5416666666666666,0.25,0.20833333333333334,0
957,MI_10_1793,,51,0.5466374814459495,nan,nan,nan,-0.009,0.001,0.0,0.14,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
958,MI_10_1794,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.001,0.14,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
959,MI_10_1795,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.001,0.14,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
960,MI_10_1796,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.001,0.14,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
961,MI_10_1797,,51,0.5466374814459495,nan,nan,nan,-0.009,10.927,0.001,0.14,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
962,MI_10_1798,,51,0.5466374814459495,nan,nan,nan,-0.01,10.927,0.001,0.14,0.5555555555555556,0.3333333333333333,0.1111111111111111,0
963,MI_10_1799,,40,0.5466374814459495,nan,nan,nan,-0.01,0.001,0.0,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
964,MI_10_18,1,41,1.0941093411178204,nan,137.664,3.187,-0.015,10.927,-0.0,0.14,0.03125,0.28125,0.6875,2
965,MI_10_180,,41,1.1222284358373245,nan,nan,nan,-0.257,0.001,-0.029,0.4,0.14285714285714285,0.2857142857142857,0.5714285714285714,2
966,MI_10_1800,,40,0.5466374814459495,nan,nan,nan,-0.009,0.001,0.0,0.14,0.1,0.8,0.1,1
967,MI_10_1801,,40,0.5466374814459495,nan,nan,nan,-0.009,10.927,0.0,0.14,0.1,0.8,0.1,1
968,MI_10_1802,,40,0.5466374814459495,nan,nan,nan,-0.01,34.688,0.001,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
969,MI_10_1803,,40,0.5466374814459495,nan,nan,nan,-0.01,91.558,0.001,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
970,MI_10_1804,,40,0.5466374814459495,nan,nan,nan,-0.01,34.688,0.001,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
971,MI_10_1805,,40,0.5466374814459495,nan,nan,nan,-0.01,34.688,0.001,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
972,MI_10_1806,,40,0.5466374814459495,nan,nan,nan,-0.01,34.688,0.001,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
973,MI_10_1807,,40,0.5466374814459495,nan,nan,nan,-0.009,10.927,0.0,0.14,0.1,0.8,0.1,1
974,MI_10_1808,,40,0.5466374814459495,nan,nan,nan,-0.012,0.001,-0.029,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
975,MI_10_1809,,40,0.5466374814459495,nan,nan,nan,-0.013,0.001,-0.029,0.14,0.4,0.4,0.2,0
976,MI_10_181,,41,1.1222284358373245,nan,nan,nan,-0.257,0.001,-0.029,0.4,0.14285714285714285,0.2857142857142857,0.5714285714285714,2
977,MI_10_1810,,40,0.5466374814459495,nan,nan,nan,-0.012,0.001,-0.029,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
978,MI_10_1811,,40,0.5466374814459495,nan,nan,nan,-0.011,0.001,-0.029,0.14,0.25,0.5,0.25,1
979,MI_10_1812,,40,0.5466374814459495,nan,nan,nan,-0.012,0.001,-0.029,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
980,MI_10_1813,,40,0.5466374814459495,nan,nan,nan,-0.01,0.001,-0.029,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
981,MI_10_1814,,40,0.5466374814459495,nan,nan,nan,-0.01,0.001,-0.029,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
982,MI_10_1815,,40,0.5466374814459495,nan,nan,nan,-0.01,10.927,-0.029,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
983,MI_10_1816,,40,0.5466374814459495,nan,nan,nan,-0.01,10.927,-0.029,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
984,MI_10_1817,,40,0.5466374814459495,nan,nan,nan,-0.01,10.927,-0.029,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
985,MI_10_1818,,40,0.5466374814459495,nan,nan,nan,-0.01,10.927,-0.029,0.14,0.36363636363636365,0.5909090909090909,0.045454545454545456,1
986,MI_10_1819,,40,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.0,0.14,0.1,0.8,0.1,1
987,MI_10_182,,41,1.1222284358373245,nan,nan,nan,-0.02,10.927,-0.0,0.4,0.4444444444444444,0.3333333333333333,0.2222222222222222,0
988,MI_10_1820,,40,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.0,0.14,0.1,0.8,0.1,1
989,MI_10_1821,,40,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.0,0.14,0.1,0.8,0.1,1
990,MI_10_1822,,40,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.029,0.14,0.1,0.8,0.1,1
991,MI_10_1823,,82,0.5466374814459495,nan,nan,nan,-0.007,91.558,-0.029,0.14,0.25,0.5,0.25,1
992,MI_10_1824,,44,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.029,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
993,MI_10_1825,,44,0.5466374814459495,nan,nan,nan,-0.01,91.558,-0.029,-2.19001,0.4,0.2,0.4,0
994,MI_10_1826,,44,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.029,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
995,MI_10_1827,,44,0.5466374814459495,nan,nan,nan,-0.009,91.558,-0.0,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
996,MI_10_1828,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,-0.0,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
997,MI_10_1829,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,-0.0,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
998,MI_10_183,,41,1.1222284358373245,nan,nan,nan,-0.02,10.927,-0.029,0.14,0.4444444444444444,0.3333333333333333,0.2222222222222222,0
999,MI_10_1830,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,-0.0,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
1000,MI_10_1831,,44,0.5466374814459495,nan,nan,nan,-0.007,34.688,-0.0,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1001,MI_10_1832,,44,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1002,MI_10_1833,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
1003,MI_10_1834,,44,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,-2.19001,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
1004,MI_10_1835,,41,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,-2.19001,0.5,0.25,0.25,0
1005,MI_10_1836,,41,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.625,0.25,0.125,0
1006,MI_10_1837,,41,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,-2.19001,0.5,0.25,0.25,0
1007,MI_10_1838,,41,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.5,0.25,0.25,0
1008,MI_10_1839,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1009,MI_10_184,,41,1.1222284358373245,nan,nan,nan,-0.02,0.001,-0.029,0.14,0.4444444444444444,0.3333333333333333,0.2222222222222222,0
1010,MI_10_1840,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1011,MI_10_1841,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1012,MI_10_1842,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1013,MI_10_1843,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1014,MI_10_1844,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1015,MI_10_1845,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1016,MI_10_1846,,51,0.5466374814459495,nan,nan,nan,-0.01,91.558,0.001,-2.19001,0.5555555555555556,0.3333333333333333,0.1111111111111111,0
1017,MI_10_1847,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1018,MI_10_1848,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1019,MI_10_1849,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1020,MI_10_185,,41,1.1222284358373245,nan,nan,nan,-0.02,0.001,-0.029,0.14,0.4444444444444444,0.3333333333333333,0.2222222222222222,0
1021,MI_10_1850,,51,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.001,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1022,MI_10_1851,0,51,0.5466374814459495,nan,237.794,-0.704,-0.007,91.558,0.001,-2.19001,0.5,0.25,0.25,0
1023,MI_10_1852,0,41,0.5466374814459495,nan,237.794,-0.704,-0.009,91.558,0.001,-2.19001,0.2857142857142857,0.14285714285714285,0.5714285714285714,2
1024,MI_10_1853,1,41,0.5466374814459495,nan,237.794,-0.704,-0.009,91.558,0.0,-2.19001,0.5,0.25,0.25,0
1025,MI_10_1854,2,41,0.5466374814459495,nan,237.794,-0.704,-0.007,34.688,-0.0,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1026,MI_10_1855,2,41,0.5466374814459495,nan,237.794,-0.704,-0.007,34.688,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1027,MI_10_1856,2,41,0.5466374814459495,nan,237.794,-0.704,-0.007,10.927,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1028,MI_10_1857,2,41,0.5466374814459495,nan,237.794,2.583,-0.007,10.927,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1029,MI_10_1858,1,41,0.5466374814459495,nan,237.794,-0.704,-0.007,0.001,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1030,MI_10_1859,1,41,0.5466374814459495,nan,237.794,-0.704,-0.007,34.688,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1031,MI_10_186,,41,1.1222284358373245,nan,nan,nan,-0.257,0.001,-0.029,0.14,0.14285714285714285,0.2857142857142857,0.5714285714285714,2
1032,MI_10_1860,1,41,0.5466374814459495,nan,237.794,-0.704,-0.007,34.688,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1033,MI_10_1861,1,41,0.5466374814459495,nan,237.794,-0.704,-0.007,34.688,-0.029,-2.19001,0.7142857142857143,0.14285714285714285,0.14285714285714285,0
1034,MI_10_1862,1,41,-1e-05,nan,237.794,-0.704,-0.007,34.688,-0.029,-2.19001,0.6,0.2,0.2,0
1035,MI_10_1863,1,41,-1e-05,nan,237.794,-0.704,-0.007,34.688,-0.029,-2.19001,0.6,0.2,0.2,0
1036,MI_10_1864,0,41,0.5466374814459495,nan,237.794,-0.704,-0.007,10.927,-0.029,-2.19001,0.75,0.125,0.125,0
1037,MI_10_1865,0,41,0.5466374814459495,nan,237.794,2.583,-0.007,10.927,-0.0,-2.19001,0.75,0.125,0.125,0
1038,MI_10_1866,0,41,0.5466374814459495,nan,237.794,-0.704,-0.007,10.927,-0.029,-2.19001,0.75,0.125,0.125,0
1039,MI_10_1867,0,41,0.5466374814459495,nan,237.794,2.583,-0.007,0.001,-0.029,-2.19001,0.75,0.125,0.125,0
1040,MI_10_1868,0,41,0.5466374814459495,nan,237.794,2.583,-0.007,10.927,-0.029,-2.19001,0.75,0.125,0.125,0
1041,MI_10_1869,0,41,-1e-05,nan,237.794,2.583,-0.007,10.927,-0.0,-2.19001,0.5,0.25,0.25,0
1042,MI_10_187,0,41,1.1222284358373245,nan,1.379,2.583,-0.02,0.001,-0.029,0.14,0.13043478260869565,0.17391304347826086,0.6956521739130435,2
1043,MI_10_1870,0,51,-1e-05,nan,237.794,2.583,-0.007,10.927,-0.0,-2.19001,0.6,0.2,0.2,0
1044,MI_10_1871,0,51,-1e-05,nan,237.794,2.583,-0.007,0.001,-0.0,-2.19001,0.6,0.2,0.2,0
1045,MI_10_1872,,51,-1e-05,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.7777777777777778,0.1111111111111111,0.1111111111111111,0
1046,MI_10_1873,,51,-1e-05,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.7777777777777778,0.1111111111111111,0.1111111111111111,0
1047,MI_10_1874,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,-0.0,-2.19001,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1048,MI_10_1875,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,-0.0,-2.19001,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1049,MI_10_1876,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1050,MI_10_1877,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,-2.19001,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1051,MI_10_1878,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1052,MI_10_1879,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,-0.0,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1053,MI_10_188,1,41,1.1222284358373245,nan,186.563,3.68,-0.02,0.001,-0.029,0.14,0.0625,0.875,0.0625,1
1054,MI_10_1880,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,-0.0,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1055,MI_10_1881,,51,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,-2.19001,0.6956521739130435,0.2608695652173913,0.043478260869565216,0
1056,MI_10_1882,,41,0.5466374814459495,nan,nan,nan,-0.009,91.558,0.0,-2.19001,0.5,0.25,0.25,0
1057,MI_10_1883,,41,0.5466374814459495,nan,nan,nan,-0.009,34.688,0.0,0.4,0.5,0.25,0.25,0
1058,MI_10_1884,,41,0.5466374814459495,nan,nan,nan,-0.007,0.001,0.001,0.4,0.625,0.25,0.125,0
1059,MI_10_1885,,44,0.5466374814459495,nan,nan,nan,-0.007,0.001,0.001,0.4,0.5416666666666666,0.25,0.20833333333333334,0
1060,MI_10_1886,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,0.4,0.5416666666666666,0.25,0.20833333333333334,0
1061,MI_10_1887,,44,0.5466374814459495,nan,nan,nan,-0.009,0.001,0.001,0.4,0.47368421052631576,0.21052631578947367,0.3157894736842105,0
1062,MI_10_1888,,44,0.5466374814459495,nan,nan,nan,-0.007,0.001,0.0,0.4,0.5416666666666666,0.25,0.20833333333333334,0
1063,MI_10_1889,,44,0.624119004860321,nan,nan,nan,-0.007,10.927,0.0,0.4,0.08333333333333333,0.6666666666666666,0.25,1
1064,MI_10_189,1,41,1.1222284358373245,nan,186.563,3.68,-0.02,10.927,-0.029,0.14,0.0625,0.875,0.0625,1
1065,MI_10_1890,,44,0.624119004860321,nan,nan,nan,-0.007,10.927,-0.0,0.4,0.08333333333333333,0.6666666666666666,0.25,1
1066,MI_10_1891,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,-0.0,0.4,0.5416666666666666,0.25,0.20833333333333334,0
1067,MI_10_1892,,44,0.5466374814459495,nan,nan,nan,-0.007,34.688,-0.0,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1068,MI_10_1893,,44,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.001,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1069,MI_10_1894,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1070,MI_10_1895,,44,0.5466374814459495,nan,nan,nan,-0.007,0.001,0.0,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1071,MI_10_1896,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1072,MI_10_1897,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1073,MI_10_1898,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1074,MI_10_1899,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1075,MI_10_19,1,41,1.0941093411178204,nan,137.664,3.187,-0.015,10.927,-0.0,0.14,0.03125,0.28125,0.6875,2
1076,MI_10_190,1,41,1.1222284358373245,nan,186.563,3.68,-0.02,10.927,-0.029,0.14,0.0625,0.875,0.0625,1
1077,MI_10_1900,,44,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1078,MI_10_1901,,44,0.5466374814459495,nan,nan,nan,-0.007,0.001,0.001,-2.19001,0.5416666666666666,0.25,0.20833333333333334,0
1079,MI_10_1902,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1080,MI_10_1903,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1081,MI_10_1904,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1082,MI_10_1905,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.001,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1083,MI_10_1906,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1084,MI_10_1907,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1085,MI_10_1908,,51,0.5466374814459495,nan,nan,nan,-0.007,10.927,0.0,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1086,MI_10_1909,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1087,MI_10_191,1,41,1.1222284358373245,nan,186.563,3.68,-0.02,10.927,-0.029,0.14,0.0625,0.875,0.0625,1
1088,MI_10_1910,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1089,MI_10_1911,,51,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,0.14,0.29411764705882354,0.6470588235294118,0.058823529411764705,1
1090,MI_10_1912,,41,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,0.14,0.625,0.25,0.125,0
1091,MI_10_1913,,41,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,0.14,0.625,0.25,0.125,0
1092,MI_10_1914,,41,0.5466374814459495,nan,nan,nan,-0.007,34.688,0.0,0.14,0.625,0.25,0.125,0
1093,MI_10_1915,,41,0.5466374814459495,nan,nan,nan,-0.007,34.688,-0.0,0.14,0.625,0.25,0.125,0
1094,MI_10_1916,,41,0.5466374814459495,nan,nan,nan,-0.007,91.558,0.0,0.14,0.625,0.25,0.125,0
1095,MI_10_1917,,41,0.5466374814459495,nan,nan,nan,-0.009,0.001,0.0,0.14,0.5,0.25,0.25,0
1096,MI_10_1918,,41,0.5466374814459495,nan,nan,nan,-0.009,0.001,-0.0,0.14,0.5,0.25,0.25,0
1097,MI_10_1919,0,41,0.624119004860321,nan,1.379,-0.704,-0.009,0.001,-0.0,0.14,0.2,0.6,0.2,1
1098,MI_10_192,1,41,1.1222284358373245,nan,186.563,3.68,-0.02,10.927,-0.029,0.14,0.0625,0.875,0.0625,1
1099,MI_10_1920,0,41,0.624119004860321,nan,1.379,-0.704,-0.009,10.927,-0.0,0.14,0.2,0.6,0.2,1
1100,MI_10_1921,0,41,0.624119004860321,nan,186.563,2.583,-0.009,0.001,0.0,-2.19001,0.45454545454545453,0.45454545454545453,0.09090909090909091,0
1101,MI_10_1922,0,41,0.624119004860321,nan,186.563,2.583,-0.009,10.927,0.0,-2.19001,0.45454545454545453,0.45454545454545453,0.09090909090909091,0
1102,MI_10_1923,0,41,0.624119004860321,nan,137.664,2.583,-0.009,10.927,0.0,-2.19001,0.5,0.25,0.25,0
1103,MI_10_1924,0,41,0.624119004860321,nan,186.563,2.583,-0.009,0.001,0.0,-2.19001,0.45454545454545453,0.45454545454545453,0.09090909090909091,0
1104,MI_10_1925,0,41,0.624119004860321,nan,186.563,3.187,-0.009,0.001,0.001,-2.19001,0.45454545454545453,0.45454545454545453,0.09090909090909091,0
1105,MI_10_1926,0,41,0.624119004860321,nan,186.563,2.583,-0.01,0.001,0.001,-2.19001,0.4,0.4,0.2,0
1106,MI_10_1927,0,51,0.624119004860321,nan,237.794,2.583,-0.009,10.927,0.001,-2.19001,0.8,0.1,0.1,0
1107,MI_10_1928,0,51,0.624119004860321,nan,186.563,2.583,-0.009,34.688,0.001,-2.19001,0.42857142857142855,0.42857142857142855,0.14285714285714285,0
1108,MI_10_1929,0,51,0.624119004860321,nan,186.563,2.583,-0.009,10.927,0.001,-2.19001,0.42857142857142855,0.42857142857142855,0.14285714285714285,0
1109,MI_10_193,1,41,1.1222284358373245,nan,186.563,3.68,-0.02,10.927,-0.0,0.14,0.0625,0.875,0.0625,1
1110,MI_10_1930,0,51,0.624119004860321,nan,186.563,2.583,-0.01,34.688,0.001,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
1111,MI_10_1931,0,51,0.624119004860321,nan,186.563,-0.704,-0.01,34.688,0.001,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
1112,MI_10_1932,0,51,0.624119004860321,nan,186.563,2.583,-0.01,34.688,0.001,0.14,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
1113,MI_10_1933,0,41,0.624119004860321,nan,186.563,-0.704,-0.01,10.927,0.001,0.14,0.4,0.4,0.2,0
